,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
3012,Existing Customer,63.0,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2.0,2.0,1651.0,1433,218.0,0.985,4050.0,58.0,0.611,0.868
3013,Existing Customer,53.0,F,1,High School,Single,Less than $40K,Blue,41,6,2.0,2.0,8693.0,796,7897.0,0.8640000000000001,4755.0,69.0,0.5329999999999999,0.092
3014,Existing Customer,35.0,F,2,High School,Married,Less than $40K,Blue,30,3,3.0,1.0,4549.0,1193,3356.0,0.445,1914.0,33.0,0.5,0.262
3015,Existing Customer,51.0,M,2,College,Married,$80K - $120K,Blue,33,3,1.0,2.0,3558.0,0,3558.0,0.57,4136.0,65.0,0.912,0.0
3016,Attrited Customer,51.0,F,1,Graduate,Single,Less than $40K,Blue,37,1,3.0,4.0,7176.0,0,7176.0,0.45,1375.0,33.0,0.65,0.0
3017,Existing Customer,44.0,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3.0,1.0,34516.0,657,33859.0,0.6409999999999999,4614.0,76.0,0.6890000000000001,0.019
3018,Existing Customer,38.0,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3.0,4.0,18293.0,0,18293.0,0.5710000000000001,2958.0,63.0,0.4320000000000001,0.0
3019,Existing Customer,40.0,F,2,Graduate,Divorced,Unknown,Blue,23,6,2.0,1.0,18332.0,1376,16956.0,0.6,4095.0,67.0,0.675,0.075
3020,Existing Customer,48.0,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3.0,2.0,6383.0,1436,4947.0,0.845,4462.0,88.0,0.66,0.225
3021,Existing Customer,42.0,F,3,High School,Single,Less than $40K,Silver,31,5,2.0,3.0,13441.0,2517,10924.0,0.7340000000000001,1894.0,49.0,0.633,0.187
3022,Existing Customer,50.0,M,2,Graduate,Married,$120K +,Blue,43,3,1.0,3.0,20114.0,0,20114.0,0.82,4740.0,88.0,0.7959999999999999,0.0
3023,Existing Customer,54.0,F,2,Graduate,Single,Less than $40K,Blue,43,3,2.0,1.0,2019.0,1387,632.0,0.56,1689.0,36.0,0.7140000000000001,0.687
3024,Existing Customer,38.0,M,3,High School,Single,$60K - $80K,Silver,33,6,1.0,2.0,34516.0,1793,32723.0,0.767,4533.0,78.0,0.47200000000000003,0.052000000000000005
3025,Attrited Customer,55.0,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1.0,4.0,1438.3,0,1438.3,0.414,1427.0,36.0,0.33299999999999996,0.0
3026,Attrited Customer,46.0,M,4,High School,Married,$60K - $80K,Blue,36,1,3.0,2.0,8017.0,0,8017.0,0.5589999999999999,1657.0,43.0,0.654,0.0
3027,Existing Customer,49.0,F,1,Doctorate,Married,Unknown,Blue,36,3,1.0,2.0,8519.0,0,8519.0,0.873,3698.0,65.0,0.625,0.0
3028,Existing Customer,38.0,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2.0,2.0,34516.0,2135,32381.0,0.488,3514.0,63.0,0.703,0.062
3029,Existing Customer,50.0,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3.0,3.0,9474.0,1021,8453.0,0.557,3240.0,54.0,0.588,0.10800000000000001
3030,Existing Customer,40.0,F,3,Graduate,Single,Less than $40K,Blue,27,5,3.0,4.0,6587.0,824,5763.0,1.262,4160.0,70.0,0.8420000000000001,0.125
3031,Existing Customer,32.0,M,1,High School,Single,$60K - $80K,Blue,36,4,2.0,2.0,2999.0,0,2999.0,0.812,3018.0,80.0,0.778,0.0
3032,Existing Customer,49.0,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1.0,4.0,7154.0,1472,5682.0,1.002,3607.0,59.0,0.735,0.20600000000000002
3033,Existing Customer,53.0,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2.0,4.0,4039.0,1397,2642.0,0.396,1494.0,36.0,0.28600000000000003,0.34600000000000003
3034,Existing Customer,57.0,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2.0,3.0,5516.0,2517,2999.0,0.473,1532.0,24.0,0.5,0.456
3035,Existing Customer,64.0,F,0,Graduate,Single,Less than $40K,Blue,54,3,1.0,2.0,5577.0,689,4888.0,0.985,4256.0,70.0,1.121,0.124
3036,Existing Customer,34.0,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3.0,3.0,8628.0,1500,7128.0,0.688,2902.0,60.0,0.818,0.174
3037,Existing Customer,43.0,M,2,Uneducated,Single,$120K +,Blue,33,5,3.0,1.0,30137.0,1368,28769.0,0.721,3522.0,74.0,0.897,0.045
3038,Existing Customer,42.0,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2.0,1.0,9778.0,2154,7624.0,0.5,3413.0,66.0,0.6920000000000001,0.22
3039,Existing Customer,48.0,M,3,Uneducated,Single,$120K +,Blue,38,4,2.0,5.0,20912.0,0,20912.0,0.725,4172.0,84.0,0.787,0.0
3040,Existing Customer,49.0,M,3,High School,Single,$120K +,Blue,45,3,2.0,2.0,14699.0,1049,13650.0,0.534,4890.0,64.0,0.561,0.071
3041,Existing Customer,57.0,M,3,College,Single,$60K - $80K,Blue,36,6,3.0,2.0,10350.0,0,10350.0,0.826,3396.0,63.0,0.8,0.0
3042,Existing Customer,44.0,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2.0,3.0,11346.0,0,11346.0,0.665,3784.0,67.0,0.457,0.0
3043,Existing Customer,63.0,F,2,Graduate,Single,Less than $40K,Gold,55,4,1.0,3.0,15987.0,1345,14642.0,0.7290000000000001,3640.0,56.0,0.867,0.084
3044,Existing Customer,43.0,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2.0,4.0,19711.0,0,19711.0,1.037,3602.0,72.0,1.0,0.0
3045,Existing Customer,33.0,M,4,High School,Single,$40K - $60K,Blue,25,4,1.0,1.0,8650.0,1929,6721.0,0.777,2878.0,63.0,1.032,0.223
3046,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1.0,1.0,34516.0,1316,33200.0,0.818,3542.0,60.0,0.7140000000000001,0.038
3047,Existing Customer,50.0,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1.0,2.0,9748.0,1354,8394.0,0.893,3323.0,66.0,0.833,0.139
3048,Existing Customer,49.0,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1.0,2.0,2454.0,2060,394.0,0.804,3777.0,75.0,0.596,0.8390000000000001
3050,Existing Customer,47.0,F,3,High School,Unknown,Less than $40K,Blue,40,4,2.0,4.0,4255.0,1681,2574.0,0.65,3453.0,72.0,0.5,0.395
3051,Existing Customer,35.0,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2.0,2.0,3271.0,1367,1904.0,0.7040000000000001,2464.0,92.0,1.0,0.418
3052,Existing Customer,31.0,F,0,Graduate,Single,Less than $40K,Blue,20,3,3.0,2.0,3480.0,724,2756.0,0.722,2807.0,65.0,0.8059999999999999,0.20800000000000002
3053,Existing Customer,50.0,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1.0,4.0,13306.0,2458,10848.0,0.516,3556.0,68.0,0.581,0.185
3054,Existing Customer,38.0,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1.0,2.0,13637.0,0,13637.0,0.5660000000000001,3625.0,73.0,0.659,0.0
3055,Existing Customer,39.0,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2.0,3.0,6733.0,1028,5705.0,0.5529999999999999,4444.0,72.0,0.565,0.153
3056,Existing Customer,52.0,F,3,High School,Single,Less than $40K,Blue,45,3,3.0,0.0,2728.0,1365,1363.0,0.648,4293.0,83.0,0.976,0.5
3057,Existing Customer,49.0,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1.0,2.0,6250.0,644,5606.0,1.06,2433.0,41.0,1.158,0.10300000000000001
3058,Existing Customer,49.0,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1.0,3.0,3653.0,881,2772.0,0.846,3297.0,66.0,0.6920000000000001,0.24100000000000002
3059,Existing Customer,44.0,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3.0,1.0,22919.0,1368,21551.0,0.9420000000000001,3752.0,71.0,0.919,0.06
3060,Existing Customer,36.0,M,1,Graduate,Single,$120K +,Blue,20,3,2.0,2.0,34516.0,0,34516.0,0.531,2686.0,59.0,0.7879999999999999,0.0
3062,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2.0,2.0,7532.0,0,7532.0,0.47600000000000003,3550.0,68.0,0.619,0.0
3063,Existing Customer,35.0,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2.0,3.0,4587.0,1704,2883.0,0.903,2968.0,65.0,0.8059999999999999,0.371
3064,Attrited Customer,45.0,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3.0,4.0,12250.0,2165,10085.0,0.6409999999999999,1995.0,39.0,0.696,0.177
3065,Existing Customer,56.0,M,4,College,Single,$80K - $120K,Blue,41,6,1.0,4.0,17753.0,1899,15854.0,0.851,3986.0,64.0,0.73,0.107
3066,Existing Customer,37.0,F,1,Graduate,Single,Less than $40K,Silver,19,4,3.0,3.0,12535.0,2049,10486.0,0.6829999999999999,3283.0,74.0,0.609,0.163
3067,Existing Customer,48.0,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1.0,3.0,3541.0,1444,2097.0,0.664,3410.0,69.0,0.6829999999999999,0.408
3068,Existing Customer,43.0,F,3,Graduate,Divorced,Unknown,Blue,33,6,3.0,4.0,14622.0,0,14622.0,0.9590000000000001,4632.0,67.0,0.457,0.0
3069,Existing Customer,45.0,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1.0,2.0,23973.0,0,23973.0,0.779,3560.0,71.0,0.511,0.0
3070,Existing Customer,54.0,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2.0,1.0,29200.0,1310,27890.0,1.092,3042.0,73.0,1.028,0.045
3071,Existing Customer,46.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3.0,2.0,10077.0,0,10077.0,0.639,2118.0,52.0,0.5760000000000001,0.0
3072,Existing Customer,44.0,F,4,Doctorate,Married,Unknown,Blue,36,5,2.0,4.0,8667.0,1775,6892.0,0.7290000000000001,3939.0,69.0,0.5329999999999999,0.205
3073,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3.0,4.0,12871.0,758,12113.0,0.778,3060.0,60.0,1.069,0.059000000000000004
3074,Existing Customer,38.0,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2.0,4.0,2346.0,0,2346.0,0.39399999999999996,3982.0,72.0,0.532,0.0
3075,Existing Customer,55.0,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2.0,4.0,9919.0,0,9919.0,0.496,2058.0,70.0,0.8420000000000001,0.0
3076,Existing Customer,50.0,M,3,Unknown,Single,$120K +,Blue,33,4,1.0,4.0,17087.0,0,17087.0,0.7609999999999999,3519.0,70.0,0.591,0.0
3077,Attrited Customer,42.0,F,3,Graduate,Married,Less than $40K,Blue,36,2,3.0,3.0,5505.0,2517,2988.0,0.7290000000000001,2272.0,42.0,0.44799999999999995,0.457
3078,Existing Customer,49.0,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1.0,3.0,1902.0,0,1902.0,0.693,3731.0,53.0,0.893,0.0
3079,Existing Customer,31.0,F,0,Graduate,Single,Less than $40K,Blue,22,3,1.0,1.0,4254.0,2464,1790.0,0.764,2366.0,62.0,0.722,0.579
3080,Existing Customer,51.0,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1.0,3.0,9854.0,1886,7968.0,0.9209999999999999,3912.0,76.0,0.9490000000000001,0.191
3081,Existing Customer,47.0,F,4,High School,Married,Less than $40K,Blue,31,5,3.0,4.0,7711.0,988,6723.0,0.884,2078.0,42.0,0.68,0.128
3082,Existing Customer,30.0,F,0,Graduate,Married,Less than $40K,Blue,19,3,1.0,4.0,3213.0,2517,696.0,1.275,2666.0,46.0,1.0,0.7829999999999999
3083,Existing Customer,46.0,M,2,Unknown,Unknown,$120K +,Blue,37,3,2.0,4.0,3132.0,1466,1666.0,0.6890000000000001,3612.0,59.0,0.595,0.46799999999999997
3084,Existing Customer,45.0,F,3,High School,Divorced,Less than $40K,Blue,33,3,3.0,2.0,9977.0,2088,7889.0,0.65,3530.0,61.0,0.743,0.209
3085,Existing Customer,53.0,F,2,College,Married,Unknown,Blue,41,5,1.0,3.0,5659.0,1393,4266.0,0.436,1570.0,40.0,0.6,0.24600000000000002
3086,Attrited Customer,62.0,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4.0,4.0,17161.0,0,17161.0,0.552,1898.0,42.0,0.556,0.0
3087,Existing Customer,65.0,F,1,Unknown,Single,Unknown,Blue,36,5,1.0,2.0,5018.0,1131,3887.0,0.624,4028.0,81.0,0.8,0.225
3088,Existing Customer,44.0,F,3,Unknown,Married,Unknown,Blue,38,4,3.0,3.0,11474.0,1063,10411.0,0.6859999999999999,3242.0,74.0,0.451,0.09300000000000001
3089,Existing Customer,51.0,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1.0,4.0,7925.0,1445,6480.0,0.75,3815.0,65.0,0.8059999999999999,0.182
3090,Existing Customer,28.0,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3.0,3.0,12793.0,1650,11143.0,0.7829999999999999,2671.0,67.0,0.763,0.129
3091,Existing Customer,49.0,M,2,Unknown,Single,Less than $40K,Blue,42,4,2.0,2.0,4834.0,0,4834.0,0.998,1876.0,35.0,1.0590000000000002,0.0
3092,Existing Customer,44.0,F,3,High School,Married,Less than $40K,Blue,31,6,2.0,5.0,1438.3,688,750.3,0.976,4208.0,86.0,0.72,0.478
3093,Existing Customer,55.0,M,3,College,Single,$120K +,Blue,36,5,3.0,3.0,12948.0,1839,11109.0,1.113,2481.0,42.0,0.68,0.142
3094,Attrited Customer,49.0,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4.0,5.0,5662.0,1484,4178.0,0.434,1693.0,25.0,0.25,0.262
3095,Existing Customer,34.0,F,2,High School,Single,Less than $40K,Blue,24,4,1.0,0.0,2799.0,0,2799.0,0.696,2311.0,43.0,0.654,0.0
3096,Existing Customer,50.0,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3.0,1.0,6030.0,1315,4715.0,0.623,3420.0,81.0,0.841,0.218
3097,Existing Customer,42.0,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3.0,1.0,6779.0,1359,5420.0,0.737,3434.0,65.0,0.512,0.2
3098,Existing Customer,53.0,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1.0,1.0,15248.0,1242,14006.0,0.725,4758.0,83.0,0.456,0.081
3099,Existing Customer,53.0,M,3,High School,Single,$60K - $80K,Blue,45,4,1.0,0.0,15583.0,0,15583.0,0.873,3938.0,69.0,1.091,0.0
3100,Existing Customer,32.0,M,1,High School,Married,$40K - $60K,Blue,26,3,2.0,3.0,2576.0,1754,822.0,1.0270000000000001,2880.0,69.0,0.46799999999999997,0.6809999999999999
3101,Existing Customer,48.0,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3.0,5.0,25270.0,1090,24180.0,0.8190000000000001,1941.0,51.0,1.318,0.043
3102,Existing Customer,35.0,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3.0,3.0,8717.0,719,7998.0,0.556,2067.0,59.0,0.595,0.08199999999999999
3103,Existing Customer,45.0,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2.0,3.0,1438.3,0,1438.3,0.674,3748.0,64.0,0.8290000000000001,0.0
3104,Existing Customer,45.0,M,5,College,Single,$80K - $120K,Blue,35,4,2.0,1.0,33755.0,2301,31454.0,0.7509999999999999,3458.0,71.0,0.6509999999999999,0.068
3105,Existing Customer,53.0,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3.0,4.0,7282.0,0,7282.0,0.74,3364.0,69.0,0.816,0.0
3106,Existing Customer,42.0,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3.0,5.0,7260.0,713,6547.0,0.833,4253.0,73.0,0.78,0.098
3107,Existing Customer,43.0,F,3,Graduate,Married,Less than $40K,Silver,30,6,1.0,4.0,12952.0,1864,11088.0,0.414,3472.0,51.0,0.457,0.14400000000000002
3108,Existing Customer,55.0,F,2,Unknown,Single,Less than $40K,Blue,43,6,1.0,5.0,5353.0,1594,3759.0,0.973,4456.0,79.0,0.8370000000000001,0.298
3109,Existing Customer,38.0,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4.0,4.0,11741.0,1560,10181.0,0.773,2143.0,41.0,0.7829999999999999,0.133
3110,Existing Customer,39.0,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3.0,1.0,2609.0,1656,953.0,0.657,3024.0,64.0,0.6,0.635
3111,Existing Customer,51.0,F,1,College,Married,Unknown,Blue,37,4,3.0,1.0,11167.0,0,11167.0,0.622,3848.0,74.0,0.762,0.0
3112,Existing Customer,44.0,M,3,High School,Married,$80K - $120K,Blue,36,4,2.0,5.0,20882.0,1420,19462.0,0.857,2291.0,40.0,0.6,0.068
3113,Existing Customer,42.0,M,2,Unknown,Single,$120K +,Gold,37,5,2.0,2.0,34516.0,1230,33286.0,0.72,3260.0,63.0,1.1,0.036000000000000004
3114,Existing Customer,63.0,F,1,College,Single,$40K - $60K,Blue,56,5,3.0,2.0,3071.0,2044,1027.0,0.91,4433.0,68.0,0.659,0.6659999999999999
3115,Existing Customer,39.0,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1.0,4.0,2267.0,0,2267.0,0.875,4544.0,84.0,0.75,0.0
3116,Existing Customer,52.0,M,2,High School,Single,$120K +,Blue,44,4,2.0,2.0,6617.0,2517,4100.0,0.45899999999999996,3595.0,68.0,0.659,0.38
3117,Existing Customer,57.0,F,2,High School,Divorced,Less than $40K,Blue,50,5,3.0,5.0,3276.0,0,3276.0,0.972,3758.0,61.0,0.6940000000000001,0.0
3118,Existing Customer,36.0,M,0,High School,Married,$120K +,Blue,24,3,3.0,2.0,10097.0,2139,7958.0,1.4080000000000001,3092.0,67.0,0.763,0.212
3119,Existing Customer,42.0,F,3,College,Married,Less than $40K,Blue,36,6,2.0,1.0,8260.0,2517,5743.0,1.0490000000000002,3299.0,64.0,0.73,0.305
3120,Existing Customer,52.0,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2.0,1.0,5776.0,874,4902.0,0.894,4029.0,72.0,0.636,0.151
3121,Existing Customer,40.0,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3.0,3.0,1438.3,915,523.3,0.46399999999999997,3754.0,58.0,0.611,0.636
3122,Existing Customer,40.0,F,3,College,Single,Less than $40K,Blue,33,5,3.0,1.0,7207.0,2002,5205.0,0.828,3825.0,70.0,0.7070000000000001,0.278
3123,Attrited Customer,38.0,M,1,Unknown,Married,$120K +,Blue,16,3,1.0,4.0,2106.0,238,1868.0,0.61,2136.0,40.0,0.905,0.113
3124,Existing Customer,44.0,M,3,High School,Married,$60K - $80K,Blue,34,4,2.0,5.0,21158.0,0,21158.0,0.633,4071.0,67.0,0.8109999999999999,0.0
3125,Existing Customer,43.0,M,3,Graduate,Married,$120K +,Blue,36,3,2.0,2.0,22906.0,1132,21774.0,0.9420000000000001,3204.0,64.0,0.73,0.049
3126,Existing Customer,45.0,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3.0,4.0,2648.0,2309,339.0,1.006,3281.0,63.0,0.853,0.872
3127,Existing Customer,34.0,F,4,Graduate,Single,Unknown,Silver,29,6,2.0,2.0,30702.0,673,30029.0,0.721,2652.0,64.0,0.524,0.022000000000000002
3128,Existing Customer,49.0,M,1,Unknown,Single,$120K +,Blue,40,5,3.0,1.0,34516.0,0,34516.0,0.759,3230.0,64.0,0.561,0.0
3129,Existing Customer,53.0,F,1,College,Divorced,Unknown,Blue,36,3,1.0,3.0,17054.0,0,17054.0,0.6729999999999999,4659.0,72.0,0.6,0.0
3130,Attrited Customer,38.0,M,3,College,Single,$60K - $80K,Blue,18,5,1.0,5.0,16317.0,0,16317.0,0.5660000000000001,1995.0,54.0,0.929,0.0
3131,Existing Customer,36.0,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2.0,4.0,3761.0,1710,2051.0,0.627,3240.0,65.0,0.585,0.455
3132,Existing Customer,48.0,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3.0,4.0,2173.0,0,2173.0,0.857,4251.0,60.0,0.7140000000000001,0.0
3133,Existing Customer,53.0,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3.0,2.0,15845.0,1675,14170.0,0.514,4037.0,68.0,0.447,0.106
3134,Attrited Customer,49.0,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3.0,3.0,8061.0,2517,5544.0,0.35200000000000004,1224.0,31.0,0.409,0.312
3135,Existing Customer,37.0,M,2,High School,Unknown,$120K +,Blue,32,6,1.0,1.0,34516.0,0,34516.0,0.9279999999999999,3660.0,59.0,1.107,0.0
3136,Existing Customer,44.0,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2.0,3.0,19430.0,0,19430.0,1.012,3650.0,80.0,0.633,0.0
3137,Existing Customer,42.0,F,1,Unknown,Single,Unknown,Blue,22,4,2.0,2.0,19127.0,985,18142.0,0.966,3323.0,56.0,0.9309999999999999,0.051
3138,Existing Customer,48.0,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1.0,0.0,2708.0,2517,191.0,0.568,2198.0,41.0,0.8640000000000001,0.929
3139,Existing Customer,60.0,F,1,Graduate,Single,Unknown,Blue,51,3,3.0,4.0,23566.0,1147,22419.0,0.629,4274.0,64.0,0.6409999999999999,0.049
3140,Existing Customer,49.0,F,2,High School,Married,Unknown,Blue,35,4,3.0,2.0,2532.0,2124,408.0,0.715,3400.0,76.0,0.727,0.8390000000000001
3141,Existing Customer,37.0,M,2,High School,Single,$60K - $80K,Blue,29,3,2.0,3.0,9829.0,2517,7312.0,0.59,2927.0,73.0,1.212,0.256
3142,Existing Customer,57.0,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4.0,5.0,7226.0,1689,5537.0,0.83,3474.0,67.0,0.763,0.23399999999999999
3143,Existing Customer,59.0,F,1,College,Unknown,Less than $40K,Blue,49,6,5.0,4.0,4072.0,0,4072.0,0.46399999999999997,1966.0,43.0,1.15,0.0
3144,Existing Customer,46.0,F,3,Uneducated,Single,Unknown,Blue,28,4,1.0,5.0,21646.0,1778,19868.0,1.071,3328.0,61.0,0.794,0.08199999999999999
3145,Existing Customer,39.0,F,3,Graduate,Single,Less than $40K,Blue,36,4,3.0,4.0,1438.3,0,1438.3,1.022,4548.0,69.0,0.917,0.0
3146,Existing Customer,40.0,M,3,Unknown,Married,$120K +,Blue,26,3,3.0,1.0,14046.0,1994,12052.0,0.4370000000000001,3792.0,77.0,0.604,0.142
3147,Existing Customer,49.0,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2.0,3.0,25620.0,1107,24513.0,0.971,3503.0,66.0,0.65,0.043
3148,Attrited Customer,53.0,M,4,Unknown,Single,$120K +,Blue,48,3,3.0,4.0,34516.0,278,34238.0,0.8170000000000001,3029.0,49.0,0.4,0.008
3149,Existing Customer,59.0,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3.0,3.0,21358.0,1225,20133.0,0.6809999999999999,3646.0,77.0,0.75,0.057
3150,Attrited Customer,63.0,M,0,High School,Single,$60K - $80K,Blue,48,5,3.0,1.0,1856.0,0,1856.0,0.5,1805.0,46.0,0.769,0.0
3151,Existing Customer,36.0,M,3,High School,Single,$80K - $120K,Blue,28,5,3.0,2.0,1438.3,0,1438.3,1.041,3204.0,68.0,0.838,0.0
3152,Existing Customer,64.0,M,1,Graduate,Single,Less than $40K,Blue,56,3,1.0,5.0,2586.0,0,2586.0,0.631,3435.0,65.0,0.585,0.0
3153,Existing Customer,39.0,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3.0,3.0,3281.0,1272,2009.0,0.799,2006.0,34.0,0.545,0.38799999999999996
3154,Existing Customer,50.0,F,1,High School,Married,Less than $40K,Blue,42,6,1.0,2.0,7115.0,2000,5115.0,0.769,3584.0,57.0,0.966,0.281
3155,Existing Customer,38.0,F,3,Uneducated,Single,Unknown,Blue,36,5,3.0,3.0,13220.0,848,12372.0,0.825,3789.0,72.0,0.565,0.064
3156,Existing Customer,45.0,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2.0,3.0,5996.0,865,5131.0,0.511,4542.0,77.0,0.48100000000000004,0.14400000000000002
3158,Existing Customer,54.0,F,2,High School,Single,Unknown,Blue,45,5,3.0,5.0,7563.0,1465,6098.0,0.511,4175.0,67.0,0.718,0.19399999999999998
3159,Existing Customer,40.0,F,1,Graduate,Married,Less than $40K,Blue,32,4,1.0,5.0,8749.0,1654,7095.0,0.695,5054.0,73.0,0.5529999999999999,0.18899999999999997
3160,Existing Customer,52.0,M,2,High School,Single,$60K - $80K,Blue,39,3,3.0,4.0,14973.0,0,14973.0,0.706,4288.0,72.0,0.6,0.0
3161,Existing Customer,63.0,M,0,Graduate,Single,Unknown,Blue,36,6,3.0,2.0,7108.0,600,6508.0,0.813,3787.0,68.0,0.619,0.084
3162,Existing Customer,48.0,F,1,Graduate,Single,Unknown,Blue,38,3,2.0,2.0,23007.0,1239,21768.0,0.713,3395.0,63.0,0.465,0.054000000000000006
3163,Existing Customer,46.0,M,5,College,Married,$60K - $80K,Blue,39,3,2.0,3.0,24248.0,1020,23228.0,1.19,3311.0,84.0,0.75,0.042
3164,Attrited Customer,52.0,M,2,High School,Single,$80K - $120K,Blue,43,4,3.0,3.0,11617.0,2517,9100.0,0.457,1643.0,43.0,0.483,0.217
3165,Existing Customer,45.0,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2.0,3.0,30428.0,1721,28707.0,0.7170000000000001,4178.0,69.0,0.605,0.057
3167,Existing Customer,59.0,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3.0,2.0,14257.0,1113,13144.0,0.406,1809.0,23.0,0.278,0.078
3168,Attrited Customer,47.0,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4.0,5.0,34516.0,0,34516.0,0.521,1641.0,35.0,0.591,0.0
3169,Existing Customer,55.0,F,2,College,Single,Less than $40K,Blue,36,5,2.0,3.0,5719.0,892,4827.0,0.589,3403.0,68.0,0.41700000000000004,0.156
3170,Existing Customer,53.0,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1.0,0.0,9517.0,1869,7648.0,0.821,1453.0,26.0,0.857,0.196
3171,Attrited Customer,41.0,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2.0,4.0,5317.0,0,5317.0,0.6990000000000001,2003.0,29.0,0.318,0.0
3172,Existing Customer,40.0,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1.0,2.0,2526.0,2303,223.0,0.836,3596.0,69.0,0.568,0.912
3173,Existing Customer,52.0,F,2,High School,Single,Less than $40K,Blue,44,6,3.0,3.0,2971.0,0,2971.0,1.1540000000000001,4458.0,63.0,0.615,0.0
3174,Existing Customer,59.0,M,2,Graduate,Single,Less than $40K,Blue,49,6,3.0,2.0,6834.0,900,5934.0,0.605,4422.0,70.0,0.628,0.132
3175,Existing Customer,36.0,F,2,Uneducated,Married,Unknown,Blue,31,5,3.0,1.0,3002.0,1002,2000.0,1.033,2624.0,46.0,1.0,0.33399999999999996
